id,variationProductId,name,brand,productEAN,productMerchandiseCategory,productBadges,productColor,productColorRefinement,productRating,productSize,customDimension1,promotionCallOutMessage,variant,category,primaryCategoryId,productSecondaryNavigationCategory,productCategoryLevel1,productCategoryLevel2,productCategoryLevel3,productCategoryLevel4,productCategoryLevel5,productCategoryLevel6,productCategoryLevel7,productChannelType,price,productThenPrice
N226640,N226640,Samsung Galaxy S24 Ultra 256GB - Titanium Black,Samsung,8806095345635,na,badge_lowstock|badge_bonus-item-click,na,na,3.3,na,,na,False,mobilesmartdevices/mobilesmartdevices-phones/mobilesmartdevices-phones-smartphones/mobilesmartdevices-phones-smartphones-android,mobilesmartdevices-phones-smartphones-android,brandstore/brandstore-samsung/brandstoresamsung-newrelease/brandstoresamsung-newrelease-s24ultra|mobilesmartdevices/mobilesmartdevices-phones/mobilesmartdevices-phones-smartphones/mobilesmartdevices-phones-smartphones-android/mobilesmartdevices-phones-smartphones-android-samsunggalaxy|brandstore/brandstore-samsung/brandstoresamsung-phones/brandstoresamsung-newrelease-s24ultra-1,mobilesmartdevices,mobilesmartdevices-phones,mobilesmartdevices-phones-smartphones,mobilesmartdevices-phones-smartphones-android,na,na,na,all channels,2449.00,2449.00
N223945,N223945,Samsung Galaxy Tab A9+ 11.0 Inch WIFI 64GB Grey,Samsung,8806095279596,na,badge_lowstock,na,na,4.4,na,,na,False,mobilesmartdevices/mobilesmartdevices-tabletsereaders/mobilesmartdevices-tabletsereaders-tablets/mobilesmartdevices-tabletsereaders-tablets-android,mobilesmartdevices-tabletsereaders-tablets-android,byod/byod-androidtablets|MTE-Placeholders/blackfriday/blackfriday-mobilephonestablets/blackfriday-mobilephones|MTE-Placeholders/blackfriday/blackfriday-mobilesmartdevices/blackfriday-mobilesmartdevices-tabletsereaders,mobilesmartdevices,mobilesmartdevices-tabletsereaders,mobilesmartdevices-tabletsereaders-tablets,mobilesmartdevices-tabletsereaders-tablets-android,na,na,na,all channels,499.00,499.00
N218307,N218307,"Samsung 65"" CU8000 Crystal UHD Smart TV 2023",Samsung,8806094812831,na,badge_lowstock,na,na,4.6,na,,na,False,homeentertainment/homeentertainment-televisions/homeentertainment-televisions-uhdtvs,homeentertainment-televisions-uhdtvs,labourweekenddeals/labourweekenddeals-televisions|boxingday/boxingday-deals/boxingday-deals-25off|brandstore/brandstore-samsung/brandstoresamsung-tvav|dailydeals/dailydeals-17Dec23|labourweekenddeals/labourweekenddeals-deals/labourweekenddeals-deals-upto25off|dailydeals/dailydeals-17Dec23/dailydeals-17Dec23-20poffsamsungtelevisions|hiddenCategories/unmanagedFeeds/unmanagedFeeds-OversizedProducts|MTE-Placeholders/eastersale/eastersale-deals/eastersale-deals-upto25offtvshomeaudio|massivesellout/massivesellout-televisions|MTE-Placeholders/singlesday|MTE-Placeholders/blackfriday/blackfriday-homeentertainment/blackfriday-homeentertainment-televisions|MTE-Placeholders/blackfriday/blackfriday-deals/blackfriday-deals-upto30off|brandstore/brandstore-samsung/brandstoresamsung-tvav/topbrands-samsung-samsungtvandav-samsungtvs|MTE-Placeholders/blackfriday/blackfriday-homeentertainment|MTE-Placeholders/supersale/supersale-deals/supersale-deals-upto25offsamsunglgtvs|MTE-Placeholders/eastersale/eastersale-homeentertainment|MTE-Placeholders/supersale/supersale-deals/supersale-deals-upto25off|MTE-Placeholders/eastersale/eastersale-deals/eastersale-deals-upto25off|birthdaydeals/birthdaydeals-homeentertainment/birthdaydeals-entertainment-televisions|boxingday/boxingday-homeentertainment|MTE-Placeholders/supersale/supersale-homeentertainment,homeentertainment,homeentertainment-televisions,homeentertainment-televisions-uhdtvs,na,na,na,na,all channels,1899.00,1899.00
N220506,N220506,GoPro HERO 12 BLACK,GoPro,810116380282,na,hot-price|badge_bonus-item-click|badge_lowstock,na,na,5,na,,na,False,photovideo/photovideo-videography/photovideo-videography-actioncameras,photovideo-videography-actioncameras,giftingguide|labourweekenddeals/labourweekenddeals-moregreatdeals|MTE-Placeholders/giantdeals/giantdeals-accessories|MTE-Placeholders/blackfriday/blackfriday-moregreatdeals|giftingguide/giftingguide-fitnessgifts|giantstorewideclearance/blackfriday-photovideo/blackfriday-photovideo-videography|giftingguide/giftingguide-portabletech|giftingguide/giftingguide-forhim|massivesellout/massivesellout-photovideo|giftingguide/giftingguide-summeressentials|giftingguide/giftingguide-toptechgifts,photovideo,photovideo-videography,photovideo-videography-actioncameras,na,na,na,na,all channels,688.00,688.00
N223303,N223303,Lenovo IdeaPad Slim 1 15.6 Inch FHD AMD Ryzen 7-5700U 16GB RAM 512GB SSD Windows 11 Home Notebook - Cloud Grey,Lenovo,0197532883505,na,na,na,na,4.8,na,,na,False,computersofficetech/computersofficetech-computers/computersofficetech-computers-laptops,computersofficetech-computers-laptops,MTE-Placeholders/eastersale/eastersale-computersprinters|labourweekenddeals/labourweekenddeals-deals/labourweekenddeals-deals-20off|MTE-Placeholders/blackfriday/blackfriday-deals/blackfriday-deals-25off|computersofficetech/computersofficetech-computers|MTE-Placeholders/giantdeals/giantdeals-computers|MTE-Placeholders/eastersale/eastersale-deals/eastersale-deals-upto25off|labourweekenddeals/labourweekenddeals-computersofficetech/labourweekenddeals-computersofficetech-computerstablets|backtouni/backtouni-notebooks|MTE-Placeholders/blackfriday/blackfriday-computersofficetech/blackfriday-computersofficetech-computers|MTE-Placeholders/blackfriday/blackfriday-computersofficetech/blackfriday-computersofficetech-computers/blackfriday-computers-1|boxingday/boxingday-computersprinting|MTE-Placeholders/blackfriday/blackfriday-computersprinters/blackfriday-computers|computersofficetech/computersofficetech-computers/computersofficetech-computers-laptops/computersofficetech-computers-laptops-windowsnotebooks,computersofficetech,computersofficetech-computers,computersofficetech-computers-laptops,na,na,na,na,all channels,1499.00,1499.00
N206957,N206957,Navman MiVue150 Safety Tag Dashcam,Navman,4713264285361,na,na,na,na,4.1,na,,na,False,mobilesmartdevices/mobilesmartdevices-incardevices/mobilesmartdevices-incardevices-dashcams,mobilesmartdevices-incardevices-dashcams,anzacsale/anzacsale-moregreatdeals|smf/smf-selecteddealsnavman12APR22|DY Menus/dy-eastersale,mobilesmartdevices,mobilesmartdevices-incardevices,mobilesmartdevices-incardevices-dashcams,na,na,na,na,all channels,199.99,199.99
N175023,N175023,Nutribullet 900W Black Mega Pack,Nutribullet,8180490211734,na,hot-price|badge_lowstock,na,na,4.6,na,,na,False,appliances/appliances-smallkitchenappliances/appliances-smallkitchenappliances-blenders,appliances-smallkitchenappliances-blenders,MTE-Placeholders/supersale/supersale-appliances/supersale-appliances-smallappliances|boxingday/boxingday-appliances/boxingday-appliances-smallappliancesvacuums|massivesellout/massivesellout-appliances/massivesellout-appliances-smallappliancespersonalcare|fathersday/fathersday-fitdad|MTE-Placeholders/blackfriday/blackfriday-appliances|fathersday/fathersday-chefdad|anzacsale/anzacsale-appliances/anzacsale-appliances-smallappliancesvacuums|fathersday/fathersday-150300|hiddenCategories/fy23-doxing-bay|hotdeals/hotdeals-appliances/hotdeals-appliances-smallappliances|MTE-Placeholders/blackfriday/blackfriday-appliances/blackfriday-appliances-smallappliances|MTE-Placeholders/eastersale/eastersale-appliances/eastersale-appliances-smallappliances|labourweekenddeals/labourweekenddeals-appliances/labourweekenddeals-appliances-smallappliances|giftingguide|waitangisale/waitangisale-appliances/waitangisale-appliances-smallappliances|mothersday/mothersday-foodiemum,appliances,appliances-smallkitchenappliances,appliances-smallkitchenappliances-blenders,na,na,na,na,all channels,175.00,175.00
N219105,N219105,"HP 27"" FHD AMD Ryzen 7 7730U 16GB RAM 512GB SSD Windows 11 All-In-One Bundle PC",HP,197497749397,na,hot-price,na,na,4,na,,na,False,computersofficetech/computersofficetech-computers/computersofficetech-computers-allinonedesktops,computersofficetech-computers-allinonedesktops,boxingday/boxingday-deals/boxingday-deals-20off|MTE-Placeholders/blackfriday/blackfriday-deals/blackfriday-deals-30off|massivesellout/massivesellout-deals/massivesellout-deals-25off|MTE-Placeholders/blackfriday/blackfriday-computersprinters/blackfriday-computers|massivesellout/massivesellout-computersofficetech/massivesellout-computersofficetech-computers|labourweekenddeals/labourweekenddeals-computersofficetech/labourweekenddeals-computersofficetech-computerstablets|labourweekenddeals/labourweekenddeals-deals/labourweekenddeals-deals-25off|computersofficetech/computersofficetech-computers/computersofficetech-computers-desktoppc|MTE-Placeholders/blackfriday/blackfriday-computersofficetech/blackfriday-computersofficetech-computers/blackfriday-computers-1|MTE-Placeholders/blackfriday/blackfriday-computersofficetech/blackfriday-computersofficetech-computers|boxingday/boxingday-computersprinting|hotdeals/hotdeals-computersprinters,computersofficetech,computersofficetech-computers,computersofficetech-computers-allinonedesktops,na,na,na,na,all channels,1649.00,1649.00
N218297,N218297,"Samsung 55"" Q70C QLED 4K Smart TV 2023",Samsung,8806094832822,na,na,na,na,4.6,na,,na,False,homeentertainment/homeentertainment-televisions/homeentertainment-televisions-uhdtvs,homeentertainment-televisions-uhdtvs,boxingday/boxingday-homeentertainment|dailydeals/dailydeals-17Dec23/dailydeals-17Dec23-20poffsamsungtelevisions|MTE-Placeholders/eastersale/eastersale-deals/eastersale-deals-upto25off|hiddenCategories/unmanagedFeeds/unmanagedFeeds-OversizedProducts|massivesellout/massivesellout-televisions|boxingday/boxingday-deals/boxingday-deals-25off|birthdaydeals/birthdaydeals-homeentertainment/birthdaydeals-entertainment-televisions|MTE-Placeholders/blackfriday/blackfriday-homeentertainment|brandstore/brandstore-samsung/brandstoresamsung-tvav/topbrands-samsung-samsungtvandav-samsungtvs|labourweekenddeals/labourweekenddeals-televisions|MTE-Placeholders/eastersale/eastersale-homeentertainment|MTE-Placeholders/supersale/supersale-homeentertainment|MTE-Placeholders/blackfriday/blackfriday-homeentertainment/blackfriday-homeentertainment-televisions|MTE-Placeholders/supersale/supersale-deals/supersale-deals-upto25offsamsunglgtvs|MTE-Placeholders/blackfriday/blackfriday-smarthome|homeentertainment/homeentertainment-televisions/homeentertainment-televisions-qledtvs|brandstore/brandstore-samsung/brandstoresamsung-tvav|dailydeals/dailydeals-17Dec23|MTE-Placeholders/blackfriday/blackfriday-deals/blackfriday-deals-upto30off|MTE-Placeholders/singlesday|MTE-Placeholders/supersale/supersale-deals/supersale-deals-upto25off|labourweekenddeals/labourweekenddeals-deals/labourweekenddeals-deals-upto25off|MTE-Placeholders/eastersale/eastersale-deals/eastersale-deals-upto25offtvshomeaudio,homeentertainment,homeentertainment-televisions,homeentertainment-televisions-uhdtvs,na,na,na,na,all channels,2099.00,2099.00
N223947,N223947,Samsung Galaxy Tab A9+ 11.0 Inch WIFI 128GB Grey,Samsung,8806095279275,na,na,na,na,3.5,na,,na,False,mobilesmartdevices/mobilesmartdevices-tabletsereaders/mobilesmartdevices-tabletsereaders-tablets/mobilesmartdevices-tabletsereaders-tablets-android,mobilesmartdevices-tabletsereaders-tablets-android,MTE-Placeholders/blackfriday/blackfriday-mobilesmartdevices/blackfriday-mobilesmartdevices-tabletsereaders|MTE-Placeholders/blackfriday/blackfriday-mobilephonestablets/blackfriday-mobilephones|byod/byod-androidtablets,mobilesmartdevices,mobilesmartdevices-tabletsereaders,mobilesmartdevices-tabletsereaders-tablets,mobilesmartdevices-tabletsereaders-tablets-android,na,na,na,all channels,539.00,539.00
N227540,N227540,Samsung Galaxy A55 5G - Awesome Navy,Samsung,9400022128446,na,badge-bonus-gift-card,na,na,na,na,,na,False,mobilesmartdevices/mobilesmartdevices-phones/mobilesmartdevices-phones-smartphones/mobilesmartdevices-phones-smartphones-android,mobilesmartdevices-phones-smartphones-android,hotdeals/hotdeals-mobilephonestablets|brandstore/brandstore-samsung/brandstoresamsung-newrelease/brandstoresamsung-newrelease-galaxyaseries/brandstoresamsung-newrelease-galaxyaseries-galaxya55|mobilesmartdevices/mobilesmartdevices-phones/mobilesmartdevices-phones-smartphones/mobilesmartdevices-phones-smartphones-android/mobilesmartdevices-phones-smartphones-android-samsunggalaxy,mobilesmartdevices,mobilesmartdevices-phones,mobilesmartdevices-phones-smartphones,mobilesmartdevices-phones-smartphones-android,na,na,na,all channels,799.00,799.00
N219770,N219770,Samsung Galaxy Watch6 40mm Graphite,Samsung,8806095104829,na,badge_lowstock,na,na,2.4,na,,na,False,mobilesmartdevices/mobilesmartdevices-wearables/mobilesmartdevices-wearables-smartwatches,mobilesmartdevices-wearables-smartwatches,giftingguide/giftingguide-forher|giftingguide/giftingguide-toptechgifts|brandstore/brandstore-samsung/brandstoresamsung-wearables/brandstoresamsung-newrelease-fresh|giftingguide/giftingguide-fitnessgifts|giftingguide/giftingguide-portabletech|massivesellout/massivesellout-moregreatdeals|MTE-Placeholders/blackfriday/blackfriday-mobilesmartdevices/blackfriday-mobilesmartdevices-wearables|giftingguide|giftingguide/giftingguide-forhim|MTE-Placeholders/blackfriday/blackfriday-mobilephonestablets/blackfriday-mobilephones,mobilesmartdevices,mobilesmartdevices-wearables,mobilesmartdevices-wearables-smartwatches,na,na,na,na,all channels,449.00,449.00
N193770,N193770,Xbox Series X Console,Xbox,9401063692040,na,hot-price|badge_lowstock,na,na,4.6,na,,na,False,gaming/gaming-xboxseriesxs/gaming-xboxseriesxs-xboxseriesxsconsoles,gaming-xboxseriesxs-xboxseriesxsconsoles,giftingguide|boxingday/boxingday-gaming|hiddenCategories/backorder|giftingguide/giftingguide-toptechgifts|christmas/christmas-giftsforhim|hotdeals/hotdeals-gaming|giftingguide/giftingguide-giftsforgamers|MTE-Placeholders/supersale/supersale-gaming|giftingguide/giftingguide-forkids|christmas/christmas-giftsforkids|MTE-Placeholders/blackfriday/blackfriday-gaming/blackfriday-gaming-consolegaming|gaming/gaming-xboxseriesxs|hotdeals/hotdeals-homeentertainment|giftingguide/giftingguide-forher|fathersday/fathersday-gamingdead|christmas/christmas-giftsforgamers|giftingguide/giftingguide-forhim,gaming,gaming-xboxseriesxs,gaming-xboxseriesxs-xboxseriesxsconsoles,na,na,na,na,all channels,879.00,879.00
N223306,N223306,Lenovo IdeaPad Slim 3i 15.6 Inch FHD Intel Core i7-1255U 16GB RAM 512GB SSD Intel Iris Xe Graphics Windows 11 Notebook - Artic Grey,Lenovo,0197532470460,na,hot-price,na,na,na,na,,na,False,computersofficetech/computersofficetech-computers/computersofficetech-computers-laptops,computersofficetech-computers-laptops,MTE-Placeholders/blackfriday/blackfriday-deals/blackfriday-deals-25off|computersofficetech/computersofficetech-computers/computersofficetech-computers-laptops/computersofficetech-computers-laptops-windowsnotebooks|MTE-Placeholders/eastersale/eastersale-computersprinters|boxingday/boxingday-computersprinting|MTE-Placeholders/eastersale/eastersale-deals/eastersale-deals-upto25off|giftingguide/giftingguide-forher|MTE-Placeholders/blackfriday/blackfriday-computersprinters|computersofficetech/computersofficetech-computers|giftingguide/giftingguide-forhim|labourweekenddeals/labourweekenddeals-computersofficetech/labourweekenddeals-computersofficetech-computerstablets|giftingguide|hotdeals/hotdeals-computersprinters|MTE-Placeholders/blackfriday/blackfriday-computersofficetech/blackfriday-computersofficetech-computers/blackfriday-computers-1|labourweekenddeals/labourweekenddeals-deals/labourweekenddeals-deals-20off|giftingguide/giftingguide-toptechgifts|MTE-Placeholders/blackfriday/blackfriday-computersprinters/blackfriday-computers|backtouni/backtouni-notebooks|MTE-Placeholders/giantdeals/giantdeals-computers|MTE-Placeholders/blackfriday/blackfriday-computersofficetech/blackfriday-computersofficetech-computers,computersofficetech,computersofficetech-computers,computersofficetech-computers-laptops,na,na,na,na,all channels,1438.00,1438.00
N223974,N223974,Zero-X Pro D1000 Stratus+,Zero-X,9339398009229,na,hot-price,na,na,1,na,,na,False,photovideo/photovideo-aerialphotography/photovideo-aerialphotography-drones,photovideo-aerialphotography-drones,MTE-Placeholders/giantdeals/giantdeals-accessories|newyeardeals/newyeardeals-photography|MTE-Placeholders/supersale/supersale-moregreatdeals|newyeardeals/newyeardeals-drones|MTE-Placeholders/supersale/supersale-smarthome|MTE-Placeholders/eastersale/eastersale-moregreatdeals|boxingday/boxingday-morexmasdeals|hotdeals/hotdeals-instantcamerasdronesaccessories/hotdeals-instantcamerasdronesaccessories-drones|MTE-Placeholders/supersale/supersale-deals/supersale-deals-2030off|boxingday/boxingday-deals/boxingday-deals-25off|MTE-Placeholders/blackfriday/blackfriday-moregreatdeals|giantstorewideclearance/blackfriday-photovideo/blackfriday-photovideo-drones,photovideo,photovideo-aerialphotography,photovideo-aerialphotography-drones,na,na,na,na,all channels,749.00,749.00
N214402,N214402,Samsung 8.0kg Front loading Washer with Hygiene Steam,Samsung,8806094194388,na,hot-price|badge_lowstock,na,na,4.7,na,,na,False,appliances/appliances-laundry/appliances-laundry-frontloadwashingmachines,appliances-laundry-frontloadwashingmachines,MTE-Placeholders/singlesday|MTE-Placeholders/eastersale/eastersale-appliances/eastersale-appliances-smallappliances|MTE-Placeholders/supersale/supersale-appliances/supersale-appliances-largeappliances|brandstore/brandstore-samsung/brandstore-samsung-whitewareappliances|MTE-Placeholders/supersale/supersale-deals/supersale-deals-25off|massivesellout/massivesellout-appliances/massivesellout-appliances-largeappliances|hiddenCategories/backorder|kingsbirthday/kingsbirthday-appliances/kingsbirthday-appliances-largeappliances|massivesellout/massivesellout-appliances/massivesellout-appliances-laundry|newyeardeals/newyeardeals-flashsale/newyeardeals-flashsale-25poff|MTE-Placeholders/eastersale/eastersale-deals/eastersale-deals-upto25off|newyeardeals/newyeardeals-appliances|MTE-Placeholders/supersale/supersale-deals/supersale-deals-20off25off|boxingday/boxingday-deals/boxingday-deals-30off|MTE-Placeholders/supersale/supersale-deals/supersale-deals-20off25off/supersale-deals-25offlaundry|hiddenCategories/unmanagedFeeds/unmanagedFeeds-OversizedProducts|hotdeals/hotdeals-appliances/hotdeals-appliances-largeappliances|boxingday/boxingday-appliances/boxingday-appliances-largeappliances|MTE-Placeholders/eastersale/eastersale-appliances/eastersale-appliances-largeappliances,appliances,appliances-laundry,appliances-laundry-frontloadwashingmachines,na,na,na,na,all channels,1099.00,1099.00
N208163,N208163,Eufy Cam 2C Pro 2K Security Kit 2 Pack,Eufy,194644049577,na,hot-price,na,na,4,na,,na,False,smarthome/smarthome-smartsecurity,smarthome-smartsecurity,massivesellout/massivesellout-deals/massivesellout-deals-25off|mobilesmartdevices/mobilesmartdevices-smarthome/mobilesmartdevices-smarthome-smartsecurity|christmas/christmas-toptechgifts|anzacsale/anzacsale-smarthome|hiddenCategories/backorder|MTE-Placeholders/supersale/supersale-deals/supersale-deals-20off|queensbirthday/queensbirthday-smarthome|MTE-Placeholders/blackfriday/blackfriday-smarthome|kingsbirthday/kingsbirthday-deals/kingsbirthday-deals-20off|christmas/christmas-smarthomegifts|DY Menus/dy-securitysolutions/dy-securitysolutions-securitycameradoorbell|christmas/christmas-giftsforher|MTE-Placeholders/eastersale/eastersale-deals/eastersale-deals-2030off|christmas/christmas-giftsforthehome|MTE-Placeholders/eastersale/eastersale-smarthome|MTE-Placeholders/supersale/supersale-smarthome|boxingday/boxingday-deals/boxingday-deals-25off|waitangisale/waitangisale-smarthome|massivesellout/massivesellout-smarthome|birthdaydeals/birthdaydeals-techaccessories|labourweekenddeals/labourweekenddeals-smarthome|fathersday/fathersday-over300|boxingday/boxingday-smarthome|birthdaydeals/birthdaydeals-smarthome|MTE-Placeholders/giantdeals/giantdeals-accessories|labourweekenddeals/labourweekenddeals-deals/labourweekenddeals-deals-20off|MTE-Placeholders/blackfriday/blackfriday-smarthome/blackfriday-smarthome-doorbellslockssecurity|kingsbirthday/kingsbirthday-smarthome|christmas/christmas-giftsforhim|MTE-Placeholders/blackfriday/blackfriday-deals/blackfriday-deals-25off|fathersday/fathersday-gadgetdad|hiddenCategories/fy23-doxing-bay,smarthome,smarthome-smartsecurity,na,na,na,na,na,all channels,548.00,548.00
N212579,N212579,"HP 14"" Intel Core i5-1235U 8GB RAM 256GB SSD Windows 11 Notebook",HP,0196786403316,na,na,na,na,3.4,na,,na,False,computersofficetech/computersofficetech-computers/computersofficetech-computers-laptops,computersofficetech-computers-laptops,waitangisale/waitangisale-computersofficetech|MTE-Placeholders/eastersale/eastersale-deals/eastersale-deals-20off|MTE-Placeholders/blackfriday/blackfriday-computersofficetech/blackfriday-computersofficetech-computers|kingsbirthday/kingsbirthday-computersprinters|backtouni/backtouni-notebooks|MTE-Placeholders/blackfriday/blackfriday-computersprinters|computersofficetech/computersofficetech-computers|boxingday/boxingday-computersprinting|labourweekenddeals/labourweekenddeals-computersofficetech/labourweekenddeals-computersofficetech-computerstablets|MTE-Placeholders/eastersale/eastersale-computersprinters|massivesellout/massivesellout-computersofficetech/massivesellout-computersofficetech-computers|fathersday/fathersday-gadgetdad|boxingday/boxingday-deals/boxingday-deals-20off|backtouni|waitangisale/waitangisale-deals/waitangisale-deals-upto30offbraunpersonalcareoralbpersonalcarehpcomputersexcludesclearancesamsungmemorycards|byod/byod-microsoftbyod|labourweekenddeals/labourweekenddeals-deals/labourweekenddeals-deals-25off|computersofficetech/computersofficetech-computers/computersofficetech-computers-laptops/computersofficetech-computers-laptops-windowsnotebooks|massivesellout/massivesellout-deals/massivesellout-deals-25off,computersofficetech,computersofficetech-computers,computersofficetech-computers-laptops,na,na,na,na,all channels,1399.00,1399.00
N226629,N226629,Samsung Galaxy S24 Ultra 256GB - Titanium Grey,Samsung,8806095345543,na,badge_lowstock|badge_bonus-item-click,na,na,4,na,,na,False,mobilesmartdevices/mobilesmartdevices-phones/mobilesmartdevices-phones-smartphones/mobilesmartdevices-phones-smartphones-android,mobilesmartdevices-phones-smartphones-android,brandstore/brandstore-samsung/brandstoresamsung-newrelease/brandstoresamsung-newrelease-s24ultra|mobilesmartdevices/mobilesmartdevices-phones/mobilesmartdevices-phones-smartphones/mobilesmartdevices-phones-smartphones-android/mobilesmartdevices-phones-smartphones-android-samsunggalaxy|brandstore/brandstore-samsung/brandstoresamsung-phones/brandstoresamsung-newrelease-s24ultra-1,mobilesmartdevices,mobilesmartdevices-phones,mobilesmartdevices-phones-smartphones,mobilesmartdevices-phones-smartphones-android,na,na,na,all channels,2449.00,2449.00
N214540,N214540,Apple iPhone 14 128GB Midnight,Apple,0194253408260,na,na,na,na,4.5,na,,na,False,mobilesmartdevices/mobilesmartdevices-phones/mobilesmartdevices-phones-smartphones/mobilesmartdevices-phones-smartphones-iphone,mobilesmartdevices-phones-smartphones-iphone,fathersday/fathersday-gadgetdad|brandstore/brandstoreapple/brandstoreapple-iphone|giftingguide/giftingguide-forher|giftingguide/giftingguide-toptechgifts|mobilesmartdevices/mobilesmartdevices-phones/mobilesmartdevices-phones-smartphones/mobilesmartdevices-phones-smartphones-iphone/mobilesmartdevices-phones-smartphones-iphone-iphone14|giftingguide|mothersday/mothersday-techiemum|hiddenCategories/backorder|giftingguide/giftingguide-forhim|brandstore/brandstoreapple/brandstoreapple-iphone/brandstoreapple-iphone14,mobilesmartdevices,mobilesmartdevices-phones,mobilesmartdevices-phones-smartphones,mobilesmartdevices-phones-smartphones-iphone,na,na,na,all channels,1449.00,1449.00
N220935,N220935,Apple AirPods Pro 2nd generation with MagSafe Case USB-C,Apple,0195949052613,na,na,na,na,4.2,na,,na,False,audio/audio-headphonesearphones/audio-headphonesearphones-wirelessearphones,audio-headphonesearphones-wirelessearphones,newrelease/newrelease-latestappleaccessories|giftingguide/giftingguide-toptechgifts|giftingguide/giftingguide-forher|brandstore/brandstoreapple/brandstoreapple-newrelease/brandstore-apple-newrelease-macbookairm3-accessories|dailydeals/dailydeals-16Dec23|giftingguide|giftingguide/giftingguide-personalcaregifts|brandstore/brandstoreapple/brandstore-apple-accessories/brandstoreapple-airpods|giftingguide/giftingguide-forhim|giftingguide/giftingguide-portabletech|giftingguide/giftingguide-summeressentials,audio,audio-headphonesearphones,audio-headphonesearphones-wirelessearphones,na,na,na,na,all channels,479.00,479.00
N219810,N219810,Panasonic 32 HDR HD LED  Android TV  UHF/SAT,Panasonic,8887549848537,na,na,na,na,4.1,na,,na,False,homeentertainment/homeentertainment-televisions/homeentertainment-televisions-fullhdhdtvs,homeentertainment-televisions-fullhdhdtvs,MTE-Placeholders/blackfriday/blackfriday-deals/blackfriday-deals-upto30off|MTE-Placeholders/giantdeals/giantdeals-televisions|MTE-Placeholders/eastersale/eastersale-homeentertainment|boxingday/boxingday-homeentertainment|MTE-Placeholders/eastersale/eastersale-deals/eastersale-deals-upto25off|MTE-Placeholders/eastersale/eastersale-deals/eastersale-deals-upto25offtvshomeaudio|MTE-Placeholders/blackfriday/blackfriday-homeentertainment|labourweekenddeals/labourweekenddeals-televisions|MTE-Placeholders/blackfriday/blackfriday-homeentertainment/blackfriday-homeentertainment-televisions|labourweekenddeals/labourweekenddeals-deals/labourweekenddeals-deals-upto25off|massivesellout/massivesellout-televisions,homeentertainment,homeentertainment-televisions,homeentertainment-televisions-fullhdhdtvs,na,na,na,na,all channels,399.00,399.00
N208211,N208211,Apple iPhone 13 128GB - Midnight,Apple,194252707272,na,na,na,na,4.7,na,,na,False,mobilesmartdevices/mobilesmartdevices-phones/mobilesmartdevices-phones-smartphones/mobilesmartdevices-phones-smartphones-iphone,mobilesmartdevices-phones-smartphones-iphone,boxingday/boxingday-apple|fathersday/fathersday-gadgetdad|brandstore/brandstoreapple/brandstoreapple-iphone|hiddenCategories/backorder|mothersday/mothersday-techiemum|brandstore/brandstoreapple/brandstoreapple-iphone/brandstoreapple-iphone13|giftingguide/giftingguide-forhim|giftingguide/giftingguide-toptechgifts|MTE-Placeholders/blackfriday/blackfriday-mobilesmartdevices/blackfriday-mobilesmartdevices-smartphones|boxingday/boxingday-mobilephonestablets|MTE-Placeholders/blackfriday/blackfriday-mobilephonestablets|mobilesmartdevices/mobilesmartdevices-phones/mobilesmartdevices-phones-smartphones/mobilesmartdevices-phones-smartphones-iphone/mobilesmartdevices-phones-smartphones-iphone-iphone13|giftingguide/giftingguide-forher|giftingguide,mobilesmartdevices,mobilesmartdevices-phones,mobilesmartdevices-phones-smartphones,mobilesmartdevices-phones-smartphones-iphone,na,na,na,all channels,1249.00,1249.00
N224609,N224609,Console Neon Nintendo Switch Sports Set,Nintendo Switch,9318113992879,na,badge_lowstock,na,na,5,na,,na,False,gaming/gaming-nintendoswitch/gaming-nintendoswitch-nintendoswitchconsoles,gaming-nintendoswitch-nintendoswitchconsoles,na,gaming,gaming-nintendoswitch,gaming-nintendoswitch-nintendoswitchconsoles,na,na,na,na,all channels,549.00,549.00
N227538,N227538,Samsung Galaxy A55 5G - Awesome Ice Blue,Samsung,9400022128453,na,badge-bonus-gift-card,na,na,na,na,,na,False,mobilesmartdevices/mobilesmartdevices-phones/mobilesmartdevices-phones-smartphones/mobilesmartdevices-phones-smartphones-android,mobilesmartdevices-phones-smartphones-android,brandstore/brandstore-samsung/brandstoresamsung-newrelease/brandstoresamsung-newrelease-galaxyaseries/brandstoresamsung-newrelease-galaxyaseries-galaxya55|hotdeals/hotdeals-mobilephonestablets|mobilesmartdevices/mobilesmartdevices-phones/mobilesmartdevices-phones-smartphones/mobilesmartdevices-phones-smartphones-android/mobilesmartdevices-phones-smartphones-android-samsunggalaxy,mobilesmartdevices,mobilesmartdevices-phones,mobilesmartdevices-phones-smartphones,mobilesmartdevices-phones-smartphones-android,na,na,na,all channels,799.00,799.00
